Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-001511,-0.4286676049693169,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.906740307047428,Other
ACH-001513,-0.6073696897170991,HCA1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma,9.410620945654822,Other
ACH-001459,-0.23568785612585574,C80,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,8.916416929003162,Other
ACH-001460,-0.980744143649699,C84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.524463358798544,Other
ACH-001461,-0.6004963011879078,C99,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.414177825253883,Other
ACH-001481,-0.33248817802530595,CHLA90,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,10.477555910732653,Other
ACH-001484,-1.0447407292655861,CI,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,9.092149284202204,Other
ACH-001494,-1.5510996729442499,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.66378934382904,Other
ACH-001495,-0.537233398066209,EMTOKA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.963459673831998,Other
ACH-001496,-0.05540550961971136,ESO26,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.69628947406986,Other
ACH-001433,-0.48583672821906765,CCLFPEDS0008T,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma,,Other
ACH-001442,-0.48653871548994554,A388,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma,9.494275590497269,Other
ACH-001443,-0.4780414285182588,ASH3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,10.14834946688317,Other
ACH-001450,-0.7599073165379825,BLUE1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.846963356382131,Other
ACH-001451,-0.666960011448362,BOKU,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.8438425564964,Other
ACH-001453,-0.5254797870296897,BPH1,Non-Cancerous,Prostate,Non-Cancerous,9.312451897092002,Other
ACH-001454,-0.1384890551739989,C10,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.744295669055036,Other
ACH-001458,-0.7066458020037262,C75,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.504342313147085,Other
ACH-001415,-0.46160029464668795,UMUC7,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.314243346748558,Other
ACH-001416,-0.8618120627103957,UMUC9,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.28955784835356,Other
ACH-001418,-1.3255520773508631,UWB1289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.830277511113232,Other
ACH-001419,-1.108970042335599,VP229,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.78342391308819,Other
ACH-001421,-1.1295747947865522,WERIRB1,Retinoblastoma,Eye,Retinoblastoma,9.406141214986889,Other
ACH-001422,-0.6037620068136581,WPE1NA22,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,9.68742817593455,Other
ACH-001430,-0.6650107232823707,TC138,Ewing Sarcoma,Bone,Ewing Sarcoma,10.025693273680773,Other
ACH-001431,-1.177822244016211,TC205,Ewing Sarcoma,Bone,Ewing Sarcoma,9.774375272802065,Other
ACH-001550,-0.5301604810565536,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,10.73140389294332,Other
ACH-001551,-0.60094388441243,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,9.943906679234155,Other
ACH-001552,-0.41534794297478606,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,11.295998461911388,Other
ACH-001554,-0.5391475625612713,MEL202,Ocular Melanoma,Eye,Ocular Melanoma,9.320439547962447,Other
ACH-001555,-1.0098020047741019,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.153805336079037,Other
ACH-001556,-0.6556405752666307,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.189824558880018,Other
ACH-001557,-0.31231586986850873,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.956289026583944,Other
ACH-001558,-0.0018122651692888958,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.720329774131276,Other
ACH-001538,-0.739137072438571,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.15949295804451,Other
ACH-001539,-0.48153624755679636,KML1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.552957223542768,Other
ACH-001542,-0.41586607315636803,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.76508714975256,Other
ACH-001543,-0.8251418151291395,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.816823670370812,Other
ACH-001544,-0.12135720801991268,KYAE1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,Other
ACH-001547,0.06998676434296569,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.732387926572406,Other
ACH-001548,-0.34475960389319005,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.535450355973593,Other
ACH-001549,-0.026735412748331577,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.529528162145978,Other
ACH-001525,-0.5285716211949433,HT3,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma,9.161635793237732,Other
ACH-001526,-0.36539184701392413,HUO9,Osteosarcoma,Bone,Osteosarcoma,10.488040952288788,Other
ACH-001528,-1.1158138967202391,IHH4,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer,9.809768128710411,Other
ACH-001529,-0.6292722451883709,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease,9.50374624847586,Other
ACH-001530,-0.9582381301553513,JEG3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease,9.291999463968894,Other
ACH-001532,-0.2179243842977192,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,9.926533211872268,Other
ACH-001533,-1.1387457992664471,KARPAS1718,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.539391485093034,Other
ACH-001536,-0.4209323831866729,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.646576709980389,Other
ACH-001515,-0.1663136419300726,HCS2,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.890705075387126,Other
ACH-001517,-0.7557548790195682,HEC1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.380157991538162,Other
ACH-001518,-0.42828391183108516,HEC116,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.446504378565615,Other
ACH-001520,-1.3063976103191401,HG3,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,8.732472725641435,Other
ACH-001521,-0.6425186519903068,HKA1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma,9.299849073737034,Other
ACH-001522,-0.16343440767645545,HMY1,Melanoma,Skin,Melanoma,9.968810767551986,Other
ACH-001523,-0.5361627619334866,HSC1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma,9.212617972572628,Other
ACH-001524,-1.2569382958043411,HSC5,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma,9.048159880554651,Other
ACH-001623,-0.5991748542465267,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.580729651598958,Other
ACH-001624,-0.18015868499767057,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.186361891252986,Other
ACH-001625,-0.6142261329625405,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.756472927336867,Other
ACH-001626,-1.271191637795597,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.386616976463664,Other
ACH-001627,-1.4218228836438644,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,8.886611111851002,Other
ACH-001628,-0.09670263246210553,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.255854754263629,Other
ACH-001630,-0.8525612739714624,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.566815154010897,Other
ACH-001632,-0.404724345647577,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.926666629347284,Other
ACH-001609,-0.36515843915307944,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.71484651540066,Other
ACH-001610,-0.7121788308804576,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.752547905847138,Other
ACH-001611,-0.22586019229407212,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.66720026597905,Other
ACH-001613,-0.6326936124557929,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.436232646126404,Other
ACH-001616,-1.1153442783314942,OCILY18,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,8.268237873629278,Other
ACH-001618,-1.463335948996849,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.491592586206089,Other
ACH-001619,-0.3088306366123704,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,9.621868724711428,Other
ACH-001622,-0.02955205142891193,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.322604199738082,Other
ACH-001574,-0.6130058183542547,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.13629906750736,Other
ACH-001577,-1.250656375172582,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.969818185946576,Other
ACH-001578,-0.8161187616723536,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,9.671983272091865,Other
ACH-001603,-0.26565369025915336,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.034193701390649,Other
ACH-001605,-0.11776467101194177,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.971543553950772,Other
ACH-001606,-0.5483569434202332,NO11,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-001607,-0.18000319551600757,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,9.832114673654353,Other
ACH-001608,-0.3269577705693876,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.54061240824953,Other
ACH-001559,-1.1829258641062865,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.526499239136566,Other
ACH-001560,-0.05305621015141371,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.907656823837634,Other
ACH-001562,-0.5765990732458876,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.02153524878054,Other
ACH-001563,-0.0008361380737279545,MM127,Melanoma,Skin,Melanoma,10.531966218360251,Other
ACH-001566,-0.9659459973008067,MM370,Melanoma,Skin,Melanoma,9.357727932310624,Other
ACH-001567,-0.7393697455716478,MM383,Melanoma,Skin,Melanoma,9.607015845944886,Other
ACH-001568,-0.1832389805934428,MM386,Melanoma,Skin,Melanoma,8.528180588147439,Other
ACH-001570,-0.32610577580529704,MM426,Melanoma,Skin,Melanoma,10.004079982843631,Other
ACH-001683,-0.41060605427634345,UACC3133,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.06950347308393,Other
ACH-001685,-1.7097625536520904,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,9.652486494918165,Other
ACH-001687,-0.7555190813618696,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,7.316688823436938,Other
ACH-001688,-0.6795475003280825,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,8.388577028552179,Other
ACH-001690,-1.2130986825267323,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.791325711763914,Other
ACH-001691,-0.9748794509437724,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.155577222482346,Other
ACH-001692,-0.5444107248817671,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,11.294678179875923,Other
ACH-001694,-0.859535984899094,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.94216258558121,Other
ACH-001664,-1.854310040898521,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.345294351215156,Other
ACH-001668,-0.962303668080998,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,7.86418614465428,Other
ACH-001669,-1.114982589615296,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,8.954138136026865,Other
ACH-001670,-0.8717359857147727,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor,9.829580043904862,Other
ACH-001673,-0.44953651164018404,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.321454632895463,Other
ACH-001674,-0.3435210811308772,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.837959005518202,Other
ACH-001675,-0.6592685775470589,TR146,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-001677,-0.8722064453018349,U2904,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.599894250636398,Other
ACH-001650,-0.5521518182955268,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma,10.133784409179908,Other
ACH-001651,-0.2956326812678287,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.860093741828548,Other
ACH-001652,-0.9640333575782198,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,10.800333708940244,Other
ACH-001653,-8.174783611736292e-05,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,8.070442998583575,Other
ACH-001654,-0.6652010016922646,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.28886607416582,Other
ACH-001655,-0.20221387082204967,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal,10.333267182800954,Other
ACH-001656,-1.276624998654984,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,10.100793726013247,Other
ACH-001662,-0.395394841798413,SNU2372,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.6471705782814015,Other
ACH-001634,-0.7249898409973952,PGA1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.833206359970392,Other
ACH-001639,-2.1495250338723544,ROS50,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-001641,-1.0461441294378282,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.64421681845824,Other
ACH-001642,-1.2261163438352076,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.401903471607959,Other
ACH-001645,-0.4088972122807535,SEKI,Melanoma,Skin,Melanoma,8.773468927905194,Other
ACH-001647,-1.3055329782822658,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,8.841155460680485,Other
ACH-001648,-1.2299167256596206,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,9.129179963618668,Other
ACH-001649,-0.4131474807180858,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,9.90085171694951,Other
ACH-001799,-0.9498389882179046,LPS141,Liposarcoma,Soft Tissue,Liposarcoma,9.81007351372124,Other
ACH-001802,-0.7788965813257005,LPS853,Liposarcoma,Soft Tissue,Liposarcoma,9.986268706727172,Other
ACH-001804,-0.6064815625985918,LPS510,Liposarcoma,Soft Tissue,Liposarcoma,10.417008586788777,Other
ACH-001814,-0.3657931603560707,OS252,Osteosarcoma,Bone,Osteosarcoma,9.872998007770835,Other
ACH-001819,-1.3699417810205228,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.216018265488842,Other
ACH-001820,-0.5395636923731246,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS",9.618201941594082,Other
ACH-001834,-0.3709636278376653,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.874504979918164,Other
ACH-001835,-1.0080747559936183,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.557348817524804,Other
ACH-001750,-1.0119209899613277,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,10.655709595518514,Other
ACH-001765,-0.1029467003603649,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.35009939028861,Other
ACH-001786,-0.5501291587549024,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.05167118194881,Other
ACH-001791,-1.1630118798721492,LPS6,Liposarcoma,Soft Tissue,Liposarcoma,7.944741339184569,Other
ACH-001793,-0.5808409160421868,LPS27,Liposarcoma,Soft Tissue,Liposarcoma,10.044667331184076,Other
ACH-001794,-0.17776566156740636,93T449,Liposarcoma,Soft Tissue,Liposarcoma,10.340295210430478,Other
ACH-001795,-1.1086535241182096,94T778,Liposarcoma,Soft Tissue,Liposarcoma,10.52591226074335,Other
ACH-001796,-0.3674065338190696,95T1000,Liposarcoma,Soft Tissue,Liposarcoma,10.46178637102753,Other
ACH-001711,0.0939932191092464,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor,9.77838929628137,Other
ACH-001715,-0.4160799710988678,CAL72,Osteosarcoma,Bone,Osteosarcoma,9.666366045783665,Other
ACH-001719,-0.648710567295,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.706012448563929,Other
ACH-001735,-1.1916614066760483,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,8.792530032713584,Other
ACH-001736,-1.0485900162228465,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,8.36150519794804,Other
ACH-001737,-0.34625033146859197,CTV1DM,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,10.12347479824414,Other
ACH-001740,-0.823483671925144,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,10.378186460026129,Other
ACH-001745,-0.6194755372881934,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.504779270773945,Other
ACH-001695,-0.4994198002906518,UPCISCC099,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.948060553284122,Other
ACH-001696,-0.661342295884918,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.327395454735576,Other
ACH-001698,-0.9883079181393581,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.800317528789614,Other
ACH-001699,-0.8613317512271934,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.559472693392156,Other
ACH-001701,-0.6700995986155791,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.670284463845167,Other
ACH-001702,-1.128617506103999,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma,9.869285377333924,Other
ACH-001707,-1.082191547587085,WAOSEL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.208843990734614,Other
ACH-001709,-1.182301972812533,WSUNHL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.862683845371803,Other
ACH-001973,-0.45373631579916085,MM485,Melanoma,Skin,Melanoma,9.4992678962322,Other
ACH-001975,-0.2478218750467414,MM576,Melanoma,Skin,Melanoma,10.411828727258127,Other
ACH-001977,-0.5987427391744093,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.406736482691723,Other
ACH-001982,0.11301360109719327,NZM3,Melanoma,Skin,Melanoma,9.069906201791817,Other
ACH-001986,-0.4673033212106063,NZM42,Melanoma,Skin,Melanoma,10.203715054257888,Other
ACH-001990,-0.34387385877992094,NZM7,Melanoma,Skin,Melanoma,8.952508300826496,Other
ACH-001991,-0.4953630025818039,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.89087223954207,Other
ACH-001992,-0.9643596563108783,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.107478646626618,Other
ACH-001862,-0.6243876595340356,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,10.324630615267186,Other
ACH-001863,-1.5423291217182309,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.308566566618214,Other
ACH-001864,-0.3130810568226102,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.306107271489951,Other
ACH-001959,-0.38708788158333374,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.658211482751796,Other
ACH-001960,-1.5582660838102862,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.37192907198772,Other
ACH-001961,-0.719820042143072,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,9.00786824333334,Other
ACH-001970,-0.5667902748779945,MM253,Melanoma,Skin,Melanoma,9.390620399656958,Other
ACH-001972,-0.251666279978363,MM473,Melanoma,Skin,Melanoma,10.289788366056516,Other
ACH-001849,-0.4795651724351415,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,8.51021031986424,Other
ACH-001850,-0.5683287477827101,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,10.41584737899552,Other
ACH-001852,-1.2154130874371405,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.236349107095055,Other
ACH-001853,-0.4060822366308303,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,8.746144782651893,Other
ACH-001856,-0.29302212781063397,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.215290305651234,Other
ACH-001857,-0.2757839096420922,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.06557769670302,Other
ACH-001858,-0.6197748708330862,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.394677046448002,Other
ACH-001861,-0.9822156923199111,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,10.818422401741076,Other
ACH-001836,-0.8241857379202692,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.157599574368986,Other
ACH-001838,-0.660557965918947,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,8.800123352826528,Other
ACH-001839,-1.331895138128846,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.395298486738428,Other
ACH-001841,-1.5192617710825405,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.2705523018911,Other
ACH-001842,-0.9672886424323022,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,8.874858429102035,Other
ACH-001843,-0.017351834880937944,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.020285500844649,Other
ACH-001844,-0.3446326181198712,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.514595714763663,Other
ACH-001848,-1.2535915836872626,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.51137710892344,Other
ACH-002039,-0.5541062901990019,PK8,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.72108209506278,Other
ACH-002040,-0.4984888199017945,HMVII,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,9.936520163171584,Other
ACH-002041,-0.6481463366738537,HOTHC,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,11.92551735212073,Other
ACH-002042,-0.9479182184046806,T3M5,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.678424082592938,Other
ACH-002043,-0.9661380033027961,CA922,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.266528893575565,Other
ACH-002044,-0.25641090426437196,HSQ89,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.991238381089836,Other
ACH-002045,-0.6626710344982322,HO1U1,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.680095752594085,Other
ACH-002046,-0.23057339702205631,HTMMT,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.651589909816355,Other
ACH-002024,-0.4009227235333641,ECC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.23575098969269,Other
ACH-002025,-0.7846478016526646,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.81837446556844,Other
ACH-002026,-0.5068096598749351,HHUA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.89513596976607,Other
ACH-002027,-0.7890201492393731,HOUAI,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.2477139408043,Other
