Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000216,0.05047415511800796,JHESOAD1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.090430042321621,Other
ACH-000215,0.060988007390678056,LN382,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.320484678017694,Other
ACH-000144,0.1741458296438777,RERFGC1B,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.9902741833186015,Other
ACH-000153,0.1239522484814861,NCIH2052,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.525599107922306,Other
ACH-000152,0.043852522389614595,M059K,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.470455520047826,Other
ACH-000151,0.3808592468710803,JM1,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.217618485351048,Other
ACH-000149,0.035958457442299724,SKNSH,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.464831606379887,Other
ACH-000148,0.19157662886422716,HS578T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,7.969357739109224,Other
ACH-000147,0.15513530381244733,T47D,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.147713722352154,Other
ACH-000146,0.12511453016471327,THP1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.56498780095989,Other
ACH-000145,0.048830734178124016,SKLMS1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma,7.12474169241965,Other
ACH-000155,0.06107957048339781,SW1990,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.80967167790706,Other
ACH-000143,0.10158528734127081,HCC2429,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.299391206126829,Other
ACH-000142,0.18490415632545476,CAL29,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,7.0222568322183,Other
ACH-000141,0.12876271129647723,SNU308,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,7.283551423174307,Other
ACH-000139,-0.2185061995713941,PANC0327,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.770300489499416,Other
ACH-000138,0.0843474214392337,CFPAC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.511831703384718,Other
ACH-000137,-0.10823426981258173,8MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.092334311186202,Other
ACH-000133,0.1422820247086526,HS729,Non-Cancerous,Fibroblast,Non-Cancerous,7.336908182336178,Other
ACH-000132,0.03295284829245107,JHOS2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.26171884978794,Other
ACH-000169,0.10678844853187508,RD,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.19120730223037,Other
ACH-000187,0.16132671453980985,CORL311,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.448240225216066,Other
ACH-000183,0.017140933858553753,L363,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.001351892999959,Other
ACH-000182,-0.03620764011664036,SNU869,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,6.049848549450561,Other
ACH-000181,0.014551690834696554,SCC9,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.023809787202361,Other
ACH-000178,0.1975360418459774,HS766T,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.541948425333732,Other
ACH-000176,-0.08699638115018783,LOUNH91,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.181301364926356,Other
ACH-000174,0.11235958175158914,CAL62,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,5.562242424221073,Other
ACH-000172,-0.025762764857870116,TM87,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,5.118525848935668,Other
ACH-000441,0.10477560555371605,SH4,Melanoma,Skin,Melanoma,7.070818637533277,Other
ACH-000168,0.28208421019599966,NOMO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.177917792195843,Other
ACH-000167,0.20190794520127686,KE97,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.1001366712854495,Other
ACH-000164,0.13027194679053422,PANC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.330199832850905,Other
ACH-000163,0.17244947238214225,SW579,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.026910691224517,Other
ACH-000161,-0.12945274516208127,CORL105,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,8.53686884930274,Other
ACH-000160,0.2788049277884629,BT12,Embryonal Tumor,CNS/Brain,Embryonal Tumor,4.860962797858116,Other
ACH-000159,0.16206304880777508,OSRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.3348542693316325,Other
ACH-000714,0.20775251464785127,KMS11,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.495695162624068,Other
ACH-000724,0.049588398150569944,HT1376,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,4.9963887464476215,Other
ACH-000722,-0.24126345587643,SNUC1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,3.7092906357233577,Other
ACH-000721,0.05371951956978524,HMC18,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.478324711485028,Other
ACH-000720,-0.05201699607138506,TCCSUP,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,8.146288637175074,Other
ACH-000719,0.10608683957326052,RMGI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.0961353249095005,Other
ACH-000718,-0.14647439349196828,NCIH2291,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.574404309022579,Other
ACH-000717,-0.12270213389062133,COLO680N,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.950701690089008,Other
ACH-000716,0.15218977880337253,TT2609C02,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer,7.179212448378508,Other
ACH-000725,0.1907649030190628,HCC202,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,5.255500733148386,Other
ACH-000713,0.21113459583616362,CAOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.223422549934937,Other
ACH-000711,0.028941654101475187,JIMT1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.386810946472217,Other
ACH-000709,0.5208208026115407,KMRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.351910961103077,Other
ACH-000706,-0.10529106636366338,EKVX,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.438875002633953,Other
ACH-000704,0.4548746767027083,OAW42,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,8.653704957155936,Other
ACH-000702,0.1282779947833491,L1236,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,5.599020177391675,Other
ACH-000701,0.13818264889694173,RMUGS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.6653359171851765,Other
ACH-000700,-0.11362341949587217,NCIH2882,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.782474092828772,Other
ACH-000747,0.09071248330873785,NCIH1703,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.260402093025793,Other
ACH-000760,-0.06479801081558874,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.974873425792821,Other
ACH-000758,0.22717795608314723,MKN74,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.671859468247477,Other
ACH-000757,0.1578237371585408,A427,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.142413437873741,Other
ACH-000756,0.1563775501121381,GI1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.032321287057878,Other
ACH-000754,0.14659210617043172,L428,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,5.304145941202946,Other
ACH-000753,0.0927807644911695,JMSU1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.218781167784069,Other
ACH-000749,0.16268772551580024,DMS273,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.793635820350628,Other
ACH-000748,0.023370050476108795,SJSA1,Osteosarcoma,Bone,Osteosarcoma,6.791032616755671,Other
ACH-000699,0.13356360876118123,HCC1395,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,7.069208067231427,Other
ACH-000746,0.11654374842340998,GSS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.867402305727543,Other
ACH-000740,0.13816721571459262,A253,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.391630261517429,Other
ACH-000739,-0.024710639667704565,HEPG2,Hepatoblastoma,Liver,Hepatoblastoma,5.356848079236522,Other
ACH-000738,0.08974983422630751,GB1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.659496480151607,Other
ACH-000736,0.10005124424844729,SNU601,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.090853430451113,Other
ACH-000735,0.10579396139168504,PECAPJ49,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.968551603363945,Other
ACH-000734,0.15270225349291386,JHH5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.260778431893426,Other
ACH-000732,0.04900451012627627,PECAPJ41CLONED2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.36702153323231,Other
ACH-000660,-0.15524941342928417,SUDHL5,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,7.377644358399907,Other
ACH-000668,0.11646245864364425,HCC70,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,7.173327349650988,Other
ACH-000667,0.1635878427962871,HCC44,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.963358518779032,Other
ACH-000666,0.34470771769340364,NCIH1355,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.259649120649155,Other
ACH-000665,0.04095898407301922,SKMES1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,8.896090168247888,Other
ACH-000664,0.020242051863685634,SUDHL1,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,5.361066488794321,Other
ACH-000663,0.9227290295901276,OVTOKO,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.943921326553485,Other
ACH-000662,0.08981817507880607,CORL23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.401050159321362,Other
ACH-000661,-0.13472225320438574,WM1799,Melanoma,Skin,Melanoma,7.962606859121063,Other
ACH-000671,0.14185653001930432,HUH6,Hepatoblastoma,Liver,Hepatoblastoma,5.9593064897596575,Other
ACH-000657,0.19438014282737617,A2780,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.85049941375812,Other
ACH-000656,0.17544849140831878,SUDHL8,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,6.047669251391315,Other
ACH-000655,-0.055643087402210065,SF268,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.616769366293503,Other
ACH-000654,0.24789133840781513,RAJI,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,6.169724613214907,Other
ACH-000653,0.6685372616080931,JJN3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.916476644437717,Other
ACH-000651,0.14874871244954668,SW620,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.143230134776893,Other
ACH-000649,0.2051897559681792,786O,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.583759753639499,Other
ACH-000647,0.017065057795247834,TE1,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.331633567171029,Other
ACH-000684,0.4150198246435565,KMRC1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.912649864897204,Other
ACH-000698,0.1452862700588843,DMS53,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.622930350920177,Other
ACH-000697,-0.04796030754698195,A3KAW,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.7713574089905615,Other
ACH-000696,0.05696185968245123,OVCAR8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.267535798068735,Other
ACH-000695,-0.06269913122363445,CORL47,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.548128323585586,Other
ACH-000694,0.20082293104465113,TE9,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.852498298789891,Other
ACH-000693,0.10876154257411041,KYSE180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.094236069845765,Other
ACH-000688,0.06048178313518843,OV7,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.979453777416662,Other
ACH-000685,0.5575883301731881,L33,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,6.755154643177265,Other
ACH-000762,0.0704649991574479,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.381456430146994,Other
ACH-000683,0.1315101693978809,SNU503,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.667892125230234,Other
ACH-000682,0.1020961762227685,SNU1066,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.903520373723376,Other
ACH-000681,0.26034981900638865,A549,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.247737672658932,Other
ACH-000677,0.2062040250854944,SW1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.237640195035385,Other
ACH-000676,0.012049568680837036,LN464,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.832130501095929,Other
ACH-000673,0.23150922736412555,LN443,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.259649120649155,Other
ACH-000672,-0.10076593426587617,IALM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.243459637377634,Other
ACH-000822,0.0009878548082087601,SKMEL24,Melanoma,Skin,Melanoma,7.606960344510274,Other
ACH-000833,-0.24153565202264432,RH30,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.989025440631378,Other
ACH-000832,0.06270136374133277,CAL27,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.487036080031899,Other
ACH-000831,0.17974214406650058,HEC50B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,6.131342539123261,Other
ACH-000829,0.00562518819326395,HUNS1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.973611275519472,Other
ACH-000827,0.13934330138266116,WM793,Melanoma,Skin,Melanoma,8.002983742002298,Other
ACH-000826,-0.05387393174942466,CAL12T,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.872951851130105,Other
ACH-000824,0.06323305051831071,KYSE510,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.706254253573203,Other
ACH-000823,0.07191105626059932,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.676380255466924,Other
ACH-000834,0.034724555429385184,UMUC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.450716388718072,Other
ACH-000821,-0.28547941981983965,EJM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.267535798068735,Other
ACH-000820,0.2263963428894733,SW403,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.493775408460703,Other
ACH-000819,0.09603244541520858,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.851436735961674,Other
ACH-000817,0.5533477979212752,RPMI8226,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,3.821710215034674,Other
ACH-000811,0.24893417652576866,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,8.66831771991572,Other
ACH-000810,-0.1496813865917202,SKMEL30,Melanoma,Skin,Melanoma,6.47459828053564,Other
ACH-000809,0.09614527255301387,KYSE410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.357903838552492,Other
ACH-000807,0.16666743164331127,SNU738,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.645009884391095,Other
ACH-000845,0.2500640101760516,NCIH1373,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.417177411906387,Other
ACH-000856,0.10981524228246606,CAL51,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.835924074254375,Other
ACH-000855,0.08970887572043347,KYSE150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.759688488427289,Other
ACH-000853,0.05736693707154819,NCIH661,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.485104761080973,Other
ACH-000851,0.16156292186439888,MORCPR,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.575009720294951,Other
ACH-000849,-0.03716820586095547,MDAMB468,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.169123281476757,Other
ACH-000848,0.05183356829169308,JHH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.755688776852708,Other
ACH-000847,0.13699053963564145,HGC27,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.287250643254617,Other
ACH-000846,0.1612729577418027,FADU,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.015470807639381,Other
ACH-000805,-0.062406378340992816,COLO679,Melanoma,Skin,Melanoma,6.1141587687205465,Other
ACH-000843,0.02853718796461975,HARA,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.800899899920305,Other
ACH-000841,0.12300133510443868,NCIH2087,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.929672661579345,Other
ACH-000840,-0.030894358157371113,HCC366,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.223229456842112,Other
ACH-000839,0.11902847853437085,SCABER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,7.272023189061048,Other
ACH-000838,0.3734191608216555,AMO1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,3.7676547982373454,Other
ACH-000837,-0.10080433513591809,NCIH322,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.589688594310167,Other
ACH-000836,0.2782783981279386,YD15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.812498225333564,Other
ACH-000835,0.12401496224579771,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,6.1026581313637385,Other
ACH-000771,-0.019423007578237284,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.7073591320808825,Other
ACH-000782,0.15391920915083865,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.992768430768924,Other
ACH-000781,0.007304206334477065,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.069959890459774,Other
ACH-000778,0.2456682628994682,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.252760032302149,Other
ACH-000777,0.031224832869785862,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.247927513443585,Other
ACH-000776,0.08178944510424598,ONS76,Embryonal Tumor,CNS/Brain,Embryonal Tumor,7.355615382757959,Other
ACH-000775,-0.10541619291830394,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.888012585402829,Other
ACH-000774,0.004416075779902065,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.562089750001036,Other
ACH-000773,-0.06416635543876763,KIJK,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,6.19908336951041,Other
ACH-000783,0.2267449090066717,CAMA1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.566206293465506,Other
ACH-000770,0.08169417137932941,P31FUJ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.308521062193259,Other
ACH-000769,0.10335821034564775,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.507160349117523,Other
ACH-000768,0.1916559320385776,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,7.057991722759176,Other
ACH-000767,0.3339721313781861,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.268846062873196,Other
ACH-000766,0.21246149495721997,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.054522922432377,Other
ACH-000765,0.05625679689018664,WM983B,Melanoma,Skin,Melanoma,6.794415866350106,Other
ACH-000764,-0.2320962013205139,SH10TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.609474266394335,Other
ACH-000763,-0.07925958392504721,MM1S,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.098453246309274,Other
ACH-000793,0.05236144776297497,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.709566353839991,Other
ACH-000804,-0.023592869293226598,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,7.321477182228311,Other
ACH-000802,0.10503705945482962,BFTC905,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.679761573516853,Other
ACH-000801,0.2164175715043608,HS936T,Melanoma,Skin,Melanoma,7.161686174583998,Other
ACH-000800,-0.03307392018458037,NCIH446,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.217230716220669,Other
ACH-000799,0.07093801016779495,HS695T,Melanoma,Skin,Melanoma,6.678916986679839,Other
ACH-000798,0.07941797584176513,CL40,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.469885976274464,Other
ACH-000796,-0.10101128602737179,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.916476644437717,Other
ACH-000794,0.1851791175987347,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.951867504326902,Other
ACH-000445,0.006750447021583686,KNS60,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.13944902997307,Other
ACH-000792,0.14116865336763362,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,8.063988217117528,Other
ACH-000791,-0.03912343821211535,RERFLCAD1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.818262608304473,Other
ACH-000790,0.01779871302614487,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.659639187015652,Other
ACH-000788,0.02960192518149668,A2058,Melanoma,Skin,Melanoma,7.522385366315934,Other
ACH-000787,0.09901427839563871,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.18824265626441,Other
ACH-000785,0.0748950207395479,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.320123598040615,Other
ACH-000784,0.12684706603057694,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.648609245174544,Other
ACH-000503,-0.20894479206701638,BICR16,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.2630344058337934,Other
ACH-000517,-0.030457927489968742,SNU410,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.2671612180222604,Other
ACH-000516,-0.12615855156715056,CAL78,Chondrosarcoma,Bone,Chondrosarcoma,6.977966757619478,Other
ACH-000515,0.3993092899742087,HCC33,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.691115365252737,Other
ACH-000512,0.1087826248512953,INA6,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.7366048753142485,Other
ACH-000511,0.03273122962040795,CALU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.746783016960983,Other
ACH-000510,0.046487633032629525,NCIH1299,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.20945336562895,Other
ACH-000507,-0.007342161820294943,KE39,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.821455119102458,Other
ACH-000505,0.10512470846823775,RKN,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma,8.132114102582719,Other
ACH-000504,0.009612272588092455,SNB75,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.952741247186488,Other
ACH-000518,-0.08372231054219552,CAL33,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.15562781584529,Other
ACH-000502,0.02193718162247063,TCCPAN2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.844862655830818,Other
ACH-000501,0.028465493008040035,LS123,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.964860664245848,Other
ACH-000500,-0.1824401173854837,SNU46,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.108942568660791,Other
ACH-000499,0.18314545077935088,EW8,Ewing Sarcoma,Bone,Ewing Sarcoma,4.626439136697315,Other
ACH-000498,-0.39041149401018765,KO52,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.356848079236522,Other
ACH-000496,0.12135481377756863,NCIH1792,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.6091787381419795,Other
ACH-000495,0.4405387798439124,TUHR4TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.69292928642903,Other
ACH-000493,-0.027527424211270815,SNU423,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.54936113292434,Other
ACH-000533,0.24038596597522432,NCIH2004RT,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,5.150153455246247,Other
